order_id,movie_name,director,production_company,importer,distributor,release_date,movie_type,long_short,nationality,nation_screen_count,nation_revenue,num_movie_audience,seoul_revenue,seoul_audience,genre,movie_rating,movie_classification
910,효자,이훈국,"영화사 틈,(주)모그픽쳐스",,(주)드림팩트엔터테인먼트,2022-01-27,개봉영화,장편,한국,16,"9,057,300","1,506","6,017,000",962,코미디,15세이상관람가,독립/예술영화
911,핸썸,김동욱,(주)모그픽쳐스,,(주)박수엔터테인먼트,2022-07-13,개봉영화,장편,한국,37,"12,043,500","1,503","6,473,300",741,코미디,12세이상관람가,일반영화
912,축복의 집,박희권,(주)고앤고필름,,필름다빈,2022-02-24,개봉영화,장편,한국,17,"9,974,750","1,491","6,055,750",807,가족,12세이상관람가,독립/예술영화
913,붉은 사막,미켈란젤로 안토니오니,,일미디어,일미디어,2023-07-26,개봉영화,장편,이탈리아,18,"11,624,255","1,482","7,162,455",798,드라마,15세이상관람가,독립/예술영화
914,다함께 여름!,,,M&M 인터내셔널,M&M 인터내셔널,2021-10-07,개봉영화,장편,프랑스,27,"13,679,940","1,453","10,708,040","1,076",코미디,12세이상관람가,독립/예술영화
915,세인트 세이야: 더 비기닝,토멕 바진스키,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023-05-31,개봉영화,장편,일본,48,"8,842,606","1,443","5,350,926",911,액션,12세이상관람가,일반영화
916,언더그라운드,김정근,수요일,,(주)시네마달,2021-08-19,개봉영화,장편,한국,19,"12,417,300","1,438","8,460,800",915,다큐멘터리,12세이상관람가,독립/예술영화
917,도그,채닝 테이텀,,(주)누리픽쳐스,씨제이 씨지브이(CJ CGV)(주),2022-10-26,개봉영화,장편,미국,49,"14,498,100","1,435","4,774,400",479,코미디,12세이상관람가,일반영화
918,비올레타,에바 이오네스코,,알토미디어(주),알토미디어(주),2022-01-13,개봉영화,장편,프랑스,27,"12,225,600","1,424","6,337,100",670,드라마,청소년관람불가,독립/예술영화
919,블랙 사이트,,,"주식회사 블루필름웍스,(주)메타플로스튜디오","주식회사 블루필름웍스,(주)버킷스튜디오",2022-11-02,개봉영화,장편,호주,96,"14,120,699","1,420","5,016,400",487,액션,15세이상관람가,일반영화
920,어웨이,긴츠 질발로디스,,"주식회사 온 피크,(주)씨네필운",(주)씨네필운,2021-08-04,개봉영화,장편,기타,19,"12,334,400","1,407","6,515,900",743,애니메이션,전체관람가,독립/예술영화
921,늑대들,전규환,(주)트리필름,,(주)트리필름,2022-04-27,개봉영화,장편,한국,29,"10,136,160","1,404","6,210,560",814,액션,청소년관람불가,독립/예술영화
922,스톰 보이,숀 시트,,(주)땡스앤러브,주식회사 블루필름웍스,2023-02-16,개봉영화,장편,호주,44,"12,977,896","1,392","6,071,496",566,가족,전체관람가,독립/예술영화
923,내 아내 이야기,일디코 엔예디,,(주)영화사 안다미로,(주)영화사 안다미로,2023-05-24,개봉영화,장편,독일,24,"13,003,607","1,371","8,992,007",922,멜로/로맨스,청소년관람불가,독립/예술영화
924,겨울 이야기,신상옥,신프로덕션,,"와이드 릴리즈(주),시네마 뉴원",2023-01-18,개봉영화,장편,한국,22,"6,939,399","1,366","4,739,899",980,드라마,전체관람가,독립/예술영화
925,주연,송원준,영화사 퐑,,(주)마노엔터테인먼트,2022-09-29,개봉영화,장편,한국,20,"8,306,600","1,361","5,684,700",646,드라마,12세이상관람가,독립/예술영화
926,컨버세이션,김덕중,풀잎필름,,필름다빈,2023-02-23,개봉영화,장편,한국,21,"11,122,198","1,361","8,129,798",920,기타,12세이상관람가,독립/예술영화
927,2차 송환,김동원,푸른영상,,(주)시네마달,2022-09-29,개봉영화,장편,한국,16,"10,741,900","1,360","6,191,800",777,다큐멘터리,12세이상관람가,독립/예술영화
928,몸값part.1,전우성,"주식회사 티빙,에스엘엘,클라이맥스 스튜디오(주)",,메가박스중앙(주),2023-07-05,개봉영화,장편,한국,54,"13,274,613","1,357","7,448,159",728,스릴러,청소년관람불가,일반영화
929,북 오브 러브,,,(주)스튜디오디에이치엘,(주)스튜디오디에이치엘,2023-06-21,개봉영화,장편,미국,31,"12,448,198","1,356","8,295,899",914,멜로/로맨스,12세이상관람가,일반영화
930,레이징 파이어,진목승,,(유)조이앤시네마,"(주)제이앤씨미디어그룹,(주)씨네필운",2022-01-20,개봉영화,장편,홍콩,60,"12,163,160","1,346","5,719,560",605,액션,15세이상관람가,독립/예술영화
931,낭만적 공장,조은성,크랭크업필름(주),,(주)영화사오원,2023-04-19,개봉영화,장편,한국,27,"12,706,155","1,335","9,704,455",994,멜로/로맨스,15세이상관람가,독립/예술영화
932,우수,오세현,"(주)률필름,영화사당나귀",,㈜인디스토리,2022-11-24,개봉영화,장편,한국,19,"11,479,899","1,335","9,346,299",983,드라마,12세이상관람가,독립/예술영화
933,잭 인 더 박스,로렌스 파울러,,(주)스튜디오 보난자,(주)스튜디오 보난자,2022-05-12,개봉영화,장편,영국,45,"13,168,200","1,330","6,343,700",620,공포(호러),15세이상관람가,독립/예술영화
934,팟 제너레이션,소피 바르트,,"주식회사 왓챠,(재)전주국제영화제조직위원회",주식회사 왓챠,2023-10-03,개봉영화,장편,기타,25,"13,919,101","1,328","9,680,851",884,,12세이상관람가,독립/예술영화
935,올리 마키의 가장 행복한 날,,,"(주)디오시네마,GATE6","(주)디오시네마,GATE6",2022-06-02,개봉영화,장편,기타,30,"11,671,800","1,322","7,538,800",734,드라마,12세이상관람가,독립/예술영화
936,너의 순간,이상준,후앤유아츠(주),,영화로운 형제,2023-08-16,개봉영화,장편,한국,26,"11,297,550","1,319","6,707,250",728,멜로/로맨스,12세이상관람가,독립/예술영화
937,나의 연인에게,앤 조라 베라치드,,씨네블루밍,(주)까멜리아이엔티,2023-03-29,개봉영화,장편,독일,27,"11,334,898","1,299","7,363,298",767,드라마,15세이상관람가,독립/예술영화
938,슬기로운 아내 수업,마르탱 프로보스트,,주식회사 오디언스,주식회사 오디언스,2023-07-12,개봉영화,장편,프랑스,20,"10,172,034","1,298","7,756,184","1,011",코미디,12세이상관람가,독립/예술영화
939,평평남녀,김수정,"브릿지 프로덕션,냉이영화",,영화배급협동조합 씨네소파,2022-04-28,개봉영화,장편,한국,30,"11,446,200","1,297","7,154,200",757,드라마,12세이상관람가,독립/예술영화
940,바람개비,이상훈,(주)오예스,,(주)디스테이션,2023-05-10,개봉영화,장편,한국,36,"11,959,927","1,284","8,596,500",919,액션,청소년관람불가,일반영화
941,피터 본 칸트,프랑수아 오종,,주식회사 루믹스미디어,(주)드림팩트엔터테인먼트,2023-02-15,개봉영화,장편,프랑스,29,"11,004,796","1,283","7,327,497",762,멜로/로맨스,15세이상관람가,독립/예술영화
942,뮤지컬 <미아 파밀리아>,장우성,주식회사 홍컴퍼니,,주식회사 홍컴퍼니,2022-11-02,개봉영화,장편,한국,10,"25,620,000","1,281","19,800,000",990,뮤지컬,12세이상관람가,일반영화
943,기기묘묘,"이탁,남순아,심규호,김동식",,,필름다빈,2022-09-22,개봉영화,옴니버스,한국,25,"12,016,099","1,278","9,439,300","1,001",공포(호러),15세이상관람가,독립/예술영화
944,구원받은 도둑,,,,(주)누리픽쳐스,2021-10-28,개봉영화,장편,미국,50,"6,375,000","1,275","1,175,000",235,드라마,12세이상관람가,일반영화
945,팔로우드,앙트완 르,,(주)콘텐츠패밀리,(주)영화사오원,2023-03-22,개봉영화,장편,미국,51,"12,295,988","1,272","6,475,195",664,공포(호러),15세이상관람가,일반영화
946,고스팅 글로리아,,,(주)블루라벨픽쳐스,(주)블루라벨픽쳐스,2022-04-14,개봉영화,장편,우루과이,20,"11,395,200","1,268","9,479,700","1,017",멜로/로맨스,15세이상관람가,독립/예술영화
947,고양이에게 밥을 주지 마세요,"김희주,정주희",,,목영이엔엠,2021-11-11,개봉영화,장편,한국,16,"8,549,440","1,248","5,593,000",818,다큐멘터리,전체관람가,독립/예술영화
948,크로스 더 라인,다비드 빅토리,,(주)콘텐츠패밀리,(주)영화사오원,2022-05-12,개봉영화,장편,스페인,34,"12,147,600","1,243","6,953,500",715,스릴러,청소년관람불가,독립/예술영화
949,늦봄2020,박규현,(주)전주엠비씨 프로덕션,,주식회사 블루필름웍스,2022-02-10,개봉영화,장편,한국,12,"9,152,470","1,228","2,596,570",343,다큐멘터리,전체관람가,독립/예술영화
950,셰터드,루이스 프리에토,,주식회사 풍경소리,주식회사 풍경소리,2022-02-24,개봉영화,장편,미국,50,"6,224,000","1,226","2,924,000",566,스릴러,청소년관람불가,일반영화
951,컴백트레일,조지 갈로,,(주)누리픽쳐스,(주)누리픽쳐스,2021-10-07,개봉영화,장편,미국,20,"6,050,000","1,210","1,110,000",222,코미디,15세이상관람가,일반영화
952,와일드 리벤지: 마지막 한 놈까지,크리스찬 세스마,,주식회사 풍경소리,주식회사 풍경소리,2022-02-24,개봉영화,장편,미국,50,"6,062,000","1,208","2,762,000",548,액션,청소년관람불가,일반영화
953,소설의 신,쿠보 시게아키,,,(주)미디어캐슬,2022-05-17,개봉영화,장편,일본,3,"6,495,000","1,206","4,811,500",884,드라마,12세이상관람가,독립/예술영화
954,불멸의 여자,최종태,주식회사 영화사소요,,"(주)드림팩트엔터테인먼트,(주)아크메",2023-04-05,개봉영화,장편,한국,22,"9,788,696","1,205","6,679,496",845,드라마,15세이상관람가,독립/예술영화
955,아이언 크로스: 노르망디 상륙작전,티노 스트럭맨,,주식회사 풍경소리,주식회사 풍경소리,2022-07-21,개봉영화,장편,미국,50,"6,047,000","1,205","2,447,000",485,전쟁,15세이상관람가,일반영화
956,크림,노라 라코스,,알토미디어(주),알토미디어(주),2021-11-04,개봉영화,장편,헝가리,22,"10,591,640","1,199","5,106,540",511,멜로/로맨스,15세이상관람가,독립/예술영화
957,태안,구자환,레드무비,,레드무비,2022-10-06,개봉영화,장편,한국,9,"9,966,099","1,191","665,099",70,다큐멘터리,15세이상관람가,독립/예술영화
958,사상,박배일,오지필름,,(주)시네마달,2021-10-21,개봉영화,장편,한국,16,"9,693,500","1,172","7,679,500",891,다큐멘터리,12세이상관람가,독립/예술영화
959,보이 비하인드 도어,,,,(주)영화사 안다미로,2021-10-21,개봉영화,장편,미국,5,"7,145,940","1,154","4,839,940",792,공포(호러),청소년관람불가,독립/예술영화
960,데드락: 라스트 리벤지,자레드 콘,,(주)누리픽쳐스,(주)누리픽쳐스,2022-01-28,개봉영화,장편,미국,50,"8,050,000","1,150","5,460,000",780,기타,15세이상관람가,일반영화
961,아메리칸 저스티스,,,(주)누리픽쳐스,(주)누리픽쳐스,2022-04-07,개봉영화,장편,미국,50,"8,050,000","1,150","840,000",120,액션,15세이상관람가,일반영화
962,몸값part.2,전우성,"주식회사 티빙,에스엘엘,클라이맥스 스튜디오(주),파라마운트 글로벌 컨텐츠 디스트리뷰션 그룹",,메가박스중앙(주),2023-07-05,개봉영화,장편,한국,48,"10,943,283","1,147","5,369,927",555,스릴러,청소년관람불가,일반영화
963,"안녕, 내일 또 만나",백승빈,(주)루이스 픽쳐스,,"(주)영화사 안다미로,영화로운 형제",2023-09-13,개봉영화,장편,한국,21,"10,518,223","1,147","8,718,467",893,드라마,12세이상관람가,독립/예술영화
964,플레이 뮤지컬 핑크퐁과 아기상어의 생일파티 대소동,김민석,더핑크퐁컴퍼니(주),,씨제이 씨지브이(CJ CGV)(주),2023-05-17,개봉영화,장편,한국,27,"13,850,500","1,134","6,117,000",453,공연,전체관람가,일반영화
965,뮤지컬 윌리엄과 윌리엄의 윌리엄들,김은영,한국문화예술위원회,,주식회사 푸른잎커뮤니케이션,2023-06-28,개봉영화,장편,한국,9,"22,543,000","1,128","15,780,000",789,공연,12세이상관람가,일반영화
966,퍼펙트 스틸,,,(주)팝엔터테인먼트,(주)팝엔터테인먼트,2021-10-28,개봉영화,장편,영국,66,"10,073,100","1,122","5,621,200",604,범죄,15세이상관람가,일반영화
967,디어헌터(감독판),마이클 치미노,,(주)시네마엔터,주식회사 블루필름웍스,2022-06-23,개봉영화,장편,미국,4,"10,850,360","1,121","9,844,360",957,전쟁,15세이상관람가,독립/예술영화
968,세이 예스 어게인,,,초코필름,(주)팝엔터테인먼트,2023-10-18,개봉영화,장편,대만,65,"8,248,400","1,117","4,167,550",583,멜로/로맨스,12세이상관람가,일반영화
969,나나,,,,M&M 인터내셔널,2022-12-15,개봉영화,장편,인도네시아,21,"9,481,499","1,114","7,307,999",784,드라마,15세이상관람가,독립/예술영화
970,나를 잡아줘,오오쿠 아키코,,(주)태양미디어그룹,(주)태양미디어그룹,2021-11-11,개봉영화,장편,일본,23,"11,117,540","1,111","7,926,440",781,멜로/로맨스,12세이상관람가,독립/예술영화
971,윙스 오버 에베레스트,,,,(주)영화사 안다미로,2021-09-30,개봉영화,장편,중국,10,"6,809,800","1,111","4,719,300",776,액션,15세이상관람가,독립/예술영화
972,프랑켄슈타인,대니 보일,,,CGV ICECON,2021-08-06,개봉영화,장편,미국,12,"19,996,500","1,111","12,509,000",695,공연,15세이상관람가,일반영화
973,존 덴버 죽이기,아덴 로즈 콘데즈,,시네마 뉴원,(주)트리플픽쳐스,2022-11-23,개봉영화,장편,필리핀,22,"8,656,000","1,101","5,721,500",684,드라마,12세이상관람가,독립/예술영화
974,모퉁이,신선,,,(주)영화사 그램,2022-08-11,개봉영화,장편,한국,20,"10,421,400","1,098","8,828,900",909,드라마,12세이상관람가,독립/예술영화
975,안나푸르나,황승재,주식회사인시즌,,시네마 뉴원,2023-06-08,개봉영화,장편,한국,16,"8,435,856","1,091","6,876,356",749,드라마,전체관람가,독립/예술영화
976,라스트필름,전수일,"(주)오죤필름,(주)동녘필름,리메인프로덕션",,영화배급협동조합 씨네소파,2022-12-29,개봉영화,장편,한국,22,"7,889,200","1,064","3,194,700",557,드라마,12세이상관람가,독립/예술영화
977,보는 것을 사랑한다,윤기형,고양이구름 필름,,(주)드림팩트엔터테인먼트,2021-10-28,개봉영화,장편,한국,8,"6,732,000","1,057","3,219,000",466,다큐멘터리,전체관람가,독립/예술영화
978,죽을 때까지,,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2021-09-09,개봉영화,장편,미국,53,"10,685,640","1,047","5,301,470",491,스릴러,청소년관람불가,일반영화
979,바바리안,,,(주)누리픽쳐스,(주)누리픽쳐스,2021-10-14,개봉영화,장편,이탈리아,50,"5,225,000","1,045","2,075,000",415,드라마,15세이상관람가,일반영화
980,엽문의 시작,이입명,,(주)제이앤씨미디어그룹,"와이드 릴리즈(주),(주)제이앤씨미디어그룹",2023-06-23,개봉영화,장편,중국,48,"11,192,000","1,030","399,500",37,액션,15세이상관람가,일반영화
981,달빛 그림자,에드문드 여,,(주)태양미디어그룹,(주)영화사오원,2022-04-27,개봉영화,장편,일본,40,"8,010,000","1,029","5,745,800",729,드라마,12세이상관람가,독립/예술영화
982,레드 로켓,션 베이커,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-03-12,개봉영화,장편,미국,4,"9,970,000","1,029","9,277,000",933,드라마,청소년관람불가,독립/예술영화
983,"므이 : 저주, 돌아오다",항 찐,,(주)좋은친구들,(주)좋은친구들,2022-12-07,개봉영화,장편,베트남,24,"7,914,000","1,029","2,300,500",241,공포(호러),15세이상관람가,일반영화
984,우스운게 딱! 좋아!,"김현,정혜연",,,필름다빈,2022-06-23,개봉영화,옴니버스,한국,14,"8,692,700","1,026","6,133,700",647,드라마,15세이상관람가,독립/예술영화
985,바람아 안개를 걷어가다오,신동민,(주)모쿠슈라,,(주)모쿠슈라,2021-10-28,개봉영화,장편,한국,22,"8,039,300","1,024","5,024,500",569,드라마,12세이상관람가,독립/예술영화
986,아만다,,,(주)영화사 사계절,(주)이놀미디어,2023-08-23,개봉영화,장편,이탈리아,29,"10,465,087","1,021","7,618,337",700,드라마,15세이상관람가,독립/예술영화
987,튤립 모양,양윤모,(주)삼거리픽쳐스,,(주)삼거리픽쳐스,2023-04-19,개봉영화,장편,한국,31,"9,091,099","1,006","6,532,799",714,드라마,12세이상관람가,독립/예술영화
988,데드캠핑 더라이브,김현우,"(주)그노스,(주)파이브데이,꿀잼컴퍼니(주)",,"(주)그노스,(주)다날엔터테인먼트",2022-05-12,개봉영화,장편,한국,50,"5,000,000","1,000","2,650,000",530,스릴러,청소년관람불가,일반영화
989,피어: 마지막 생존자,"제프 레이즈너,제이슨 토비아스",,(주)제이브로,(주)제이브로,2021-12-31,개봉영화,장편,미국,20,"5,000,000","1,000","1,200,000",240,액션,15세이상관람가,일반영화
990,혜옥이,박정환,와이즈 앤 와이드 픽쳐스,,(주)트리플픽쳐스,2022-12-08,개봉영화,장편,한국,23,"8,892,099",995,"6,557,699",661,드라마,12세이상관람가,독립/예술영화
991,그대라는기억 연숙씨,심미희,드림채널,,"(주)드림팩트엔터테인먼트,주식회사 블루필름웍스",2022-06-16,개봉영화,장편,한국,21,"9,319,500",990,"5,627,400",463,다큐멘터리,전체관람가,독립/예술영화
992,우리가 말하지 않은 것,이시이 유야,,(주)디오시네마,(주)디오시네마,2022-09-01,개봉영화,장편,일본,31,"9,462,400",984,"5,978,800",580,드라마,15세이상관람가,독립/예술영화
993,어제 뭐 먹었어? -극장판,,,(주)도키엔터테인먼트,(주)이놀미디어,2022-10-13,개봉영화,장편,일본,20,"9,709,595",983,"6,236,695",582,드라마,12세이상관람가,일반영화
994,투란도트 어둠의 왕국,김시우,(주)나인테일즈코리아,,주식회사 블루필름웍스,2022-08-18,개봉영화,장편,한국,18,"8,861,700",980,"2,093,000",198,뮤지컬,12세이상관람가,독립/예술영화
995,더 버닝 씨,,,(주)엣나인필름,(주)엣나인필름,2023-08-23,개봉영화,장편,노르웨이,36,"9,291,405",978,"5,792,938",594,,12세이상관람가,독립/예술영화
996,어 굿 맨,마리-캐스틸 멘션-솨아,,(주)엔케이컨텐츠,(주)디스테이션,2021-11-18,개봉영화,장편,프랑스,26,"9,028,500",978,"6,486,000",667,드라마,15세이상관람가,독립/예술영화
997,오늘 출가합니다,김성환,미디어나무(주),,(주)트리플픽쳐스,2023-04-05,개봉영화,장편,한국,20,"8,491,799",969,"4,132,599",451,드라마,12세이상관람가,독립/예술영화
998,경고,,,(주)제이브로,(주)태양미디어그룹,2021-10-20,개봉영화,장편,영국,42,"9,482,470",957,"5,322,900",519,공포(호러),15세이상관람가,독립/예술영화
999,블레이드 퍼피 워리어,"마크 쿠치어,롭 민코프,크리스 베일리",,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2022-09-28,개봉영화,장편,미국,20,"4,700,000",940,"3,700,000",740,애니메이션,전체관람가,일반영화
1000,그대 너머에,박홍민,농부영화사,,농부영화사,2021-09-09,개봉영화,장편,한국,12,"8,082,600",937,"6,208,600",663,멜로/로맨스,전체관람가,독립/예술영화
1001,디셉션,아르노 데스플레생,,주식회사 루믹스미디어,(주)드림팩트엔터테인먼트,2022-10-20,개봉영화,장편,프랑스,27,"8,057,499",935,"4,928,499",514,멜로/로맨스,15세이상관람가,독립/예술영화
1002,보이지 않아,천세환,"주식회사 아웃런브라더스픽처스,주식회사 퍼니필름",,(주)무비다이브,2023-04-19,개봉영화,장편,한국,29,"9,032,491",919,"6,601,691",647,드라마,12세이상관람가,일반영화
1003,작은새와 돼지씨,김새봄,레드펀트,,필름다빈,2022-08-25,개봉영화,장편,한국,9,"6,836,300",917,"4,109,200",493,다큐멘터리,전체관람가,독립/예술영화
1004,"블루 서멀, 같은 하늘을 보고 싶어",타치바나 마사키,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2023-03-29,개봉영화,장편,일본,62,"9,151,013",916,"3,124,022",311,애니메이션,전체관람가,독립/예술영화
1005,포커페이스,러셀 크로우,,(유)조이앤시네마,"와이드 릴리즈(주),(주)제이앤씨미디어그룹",2023-03-23,개봉영화,장편,미국,51,"8,224,894",914,"3,993,798",430,범죄,15세이상관람가,일반영화
1006,2022 심규선 단독 콘서트 [밤의 정원: 앙코르],이승남,(주)영화사 그램,,(주)영화사 그램,2023-07-08,개봉영화,장편,한국,1,"21,027,000",906,"14,809,000",594,공연,전체관람가,일반영화
1007,"믿거나 말거나, 진짜야",쿠엔틴 듀피욱스,,M&M 인터내셔널,M&M 인터내셔널,2023-06-21,개봉영화,장편,프랑스,20,"8,423,026",896,"6,544,226",661,SF,15세이상관람가,독립/예술영화
1008,아부쟁이,황승재,(주)해오름이앤티,,시네마 뉴원,2022-06-16,개봉영화,장편,한국,41,"8,617,000",896,"3,669,000",411,액션,15세이상관람가,일반영화
1009,에릭 클랩튼: 어크로스 24 나이츠,데이비드 바나드,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2023-08-23,개봉영화,장편,영국,18,"17,787,500",891,"9,671,000",485,공연,12세이상관람가,일반영화
1010,군다,빅토르 코사코프스키,,(주)영화사 진진,(주)영화사 진진,2022-07-14,개봉영화,장편,미국,21,"7,840,000",888,"5,427,500",549,다큐멘터리,전체관람가,독립/예술영화
1011,더 마더,,,(주)스튜디오디에이치엘,(주)스튜디오디에이치엘,2022-02-10,개봉영화,장편,스페인,32,"8,817,300",877,"5,980,900",572,스릴러,15세이상관람가,독립/예술영화
1012,새를 사랑한 화가,,,찬란,찬란,2023-01-25,개봉영화,장편,프랑스,16,"8,043,799",877,"6,652,599",700,다큐멘터리,전체관람가,독립/예술영화
1013,"나의 끝, 당신의 시작",,,(주)마노엔터테인먼트,(주)마노엔터테인먼트,2021-11-18,개봉영화,장편,독일,16,"7,494,200",874,"5,153,800",575,드라마,15세이상관람가,독립/예술영화
1014,뮤지컬 배니싱,이헌재,씨제이 씨지브이(CJ CGV)(주),,씨제이 씨지브이(CJ CGV)(주),2023-01-03,개봉영화,장편,한국,5,"17,419,500",871,"9,980,000",499,뮤지컬,12세이상관람가,일반영화
1015,아망떼,니콜 가르시아,,(주)블루라벨픽쳐스,(주)블루라벨픽쳐스,2022-03-17,개봉영화,장편,프랑스,21,"7,418,200",870,"4,773,900",495,멜로/로맨스,15세이상관람가,독립/예술영화
1016,피아노 프리즘,오재형,,,필름다빈,2023-08-30,개봉영화,장편,한국,17,"6,927,200",856,"3,994,900",473,다큐멘터리,전체관람가,독립/예술영화
1017,락다운 213주,아담 메이슨,,그린나래미디어(주),"그린나래미디어(주),(주)인터파크",2022-08-31,개봉영화,장편,미국,61,"7,664,799",845,"3,573,900",381,스릴러,15세이상관람가,일반영화
1018,돈 룩 디퍼,캐서린 하드윅,,(주)메타플로스튜디오,"(주)메타플로스튜디오,주식회사 블루필름웍스",2023-09-07,개봉영화,장편,미국,14,"7,442,028",844,"5,825,200",636,SF,15세이상관람가,일반영화
1019,벤데타: 복수의 시간,자레드 콘,,(주)퍼스트런,(주)무비다이브,2023-01-20,개봉영화,장편,캐나다,50,"7,300,000",836,"1,340,000",140,액션,15세이상관람가,일반영화
1020,콘서트를 지켜라,"이미리,설민아",(주)캐리소프트,,롯데컬처웍스(주)롯데엔터테인먼트,2022-08-18,개봉영화,장편,한국,19,"8,126,000",826,"5,257,000",532,공연,전체관람가,일반영화
1021,킬러의 레스토랑,잭 골든,,(주)스튜디오디에이치엘,(주)스튜디오디에이치엘,2023-08-17,개봉영화,장편,미국,44,"5,535,000",825,"1,975,000",236,액션,15세이상관람가,일반영화
1022,책 종이 가위,,,"(주)디오시네마,GATE6","(주)디오시네마,GATE6",2023-09-13,개봉영화,장편,일본,14,"7,737,078",823,"5,785,428",587,다큐멘터리,전체관람가,독립/예술영화
1023,뮤지컬 번지점프를 하다,윤영호,씨제이 씨지브이(CJ CGV)(주),,씨제이 씨지브이(CJ CGV)(주),2023-01-02,개봉영화,장편,한국,5,"16,439,500",822,"9,340,000",467,뮤지컬,12세이상관람가,일반영화
1024,마이 선,크리스찬 카리온,,"(주)퍼스트런,주식회사 루믹스미디어",(주)무비다이브,2022-12-08,개봉영화,장편,프랑스,28,"6,032,557",821,"2,691,358",313,스릴러,15세이상관람가,일반영화
1025,타이거마스크,염정원,"(주)그노스,(주)파이브데이,꿀잼컴퍼니(주)",,"(주)그노스,(주)다날엔터테인먼트",2021-12-30,개봉영화,장편,한국,36,"6,192,250",811,"4,172,500",548,코미디,12세이상관람가,일반영화
1026,보통의 용기,구민정,KBS,,(주)드림팩트엔터테인먼트,2022-06-30,개봉영화,장편,한국,8,"6,552,600",809,"2,273,000",286,다큐멘터리,전체관람가,일반영화
1027,태양은 움직이지 않는다,하스미 에이이치로,,(주)미디어캐슬,(주)이놀미디어,2021-11-10,개봉영화,장편,일본,42,"7,682,100",799,"4,073,000",375,액션,15세이상관람가,일반영화
1028,더 리프: 언더 워터,앤드류 트라우키,,(주)올스타엔터테인먼트,(주)이놀미디어,2023-09-20,개봉영화,장편,호주,33,"7,301,223",798,"4,398,628",450,스릴러,15세이상관람가,일반영화
1029,"허황옥 3일, 잃어버린 2천 년의 기억",진재운,(주)KNN,,(주)영화사 그램,2022-05-12,개봉영화,장편,한국,21,"6,632,000",783,"2,356,000",265,다큐멘터리,전체관람가,독립/예술영화
1030,뮤직 바이 시아,,,(주)위즈온센,(주)디오시네마,2022-12-15,개봉영화,장편,미국,19,"7,861,500",781,"6,723,000",643,드라마,15세이상관람가,독립/예술영화
1031,피어 오브 레인,,,(주)누리픽쳐스,(주)누리픽쳐스,2021-07-22,개봉영화,장편,미국,47,"3,900,000",780,"1,210,000",242,드라마,15세이상관람가,일반영화
1032,허셀프,필리다 로이드,,주식회사 루믹스미디어,(주)드림팩트엔터테인먼트,2022-05-12,개봉영화,장편,영국,23,"6,556,600",777,"3,802,400",406,드라마,15세이상관람가,독립/예술영화
1033,캐리 러브콘서트 케이팝,이미리,(주)캐리소프트,,씨제이 씨지브이(CJ CGV)(주),2023-04-20,개봉영화,장편,한국,27,"8,381,100",775,"2,758,500",258,공연,전체관람가,일반영화
1034,마인드케이지,마우로 보렐리,,(주)누리픽쳐스,(주)누리픽쳐스,2023-05-31,개봉영화,장편,미국,50,"4,694,000",774,"1,000,000",160,범죄,15세이상관람가,일반영화
1035,워헌트,,,(주)누리픽쳐스,(주)누리픽쳐스,2022-07-07,개봉영화,장편,미국,50,"6,840,000",760,"3,510,000",390,액션,15세이상관람가,일반영화
1036,인플루엔자,황준하,아이 엠,,아이 엠,2022-08-25,개봉영화,장편,한국,15,"7,249,900",760,"5,254,400",519,드라마,15세이상관람가,독립/예술영화
1037,팔마,알렉산드리아 도모가로프에,,주식회사 루믹스미디어,(주)라이크콘텐츠,2022-04-21,개봉영화,장편,러시아,15,"6,494,400",758,"5,072,400",556,드라마,전체관람가,독립/예술영화
1038,포 언투 어스,,(사)그라시아스합창단,,(사)그라시아스합창단,2022-01-09,개봉영화,장편,한국,1,"6,750,000",750,0,0,뮤지컬,전체관람가,일반영화
1039,아이 스틸 빌리브,"앤드류 어윈,존 어윈",,(주)올스타엔터테인먼트,(주)이놀미디어,2022-01-19,개봉영화,장편,미국,33,"6,884,200",736,"4,644,200",473,드라마,전체관람가,독립/예술영화
1040,뫼비우스,"김영,황형근,최영주,이소연",주식회사 씨엠닉스,,주식회사 씨엠닉스,2021-10-13,개봉영화,옴니버스,한국,1,"1,553,000",734,"1,553,000",734,드라마,12세이상관람가,독립/예술영화
1041,바깥 나라의 소녀,"쿠보 유타로,마이야 사토미",,(주)미디어캐슬,(주)미디어캐슬,2023-05-16,개봉영화,장편,일본,6,"5,030,329",734,"3,576,088",521,애니메이션,12세이상관람가,독립/예술영화
1042,노트르담,발레리 돈젤리,,,(주)엣나인필름,2021-12-22,개봉영화,장편,프랑스,15,"6,517,980",729,"5,633,280",627,드라마,15세이상관람가,독립/예술영화
