order_id,movie_name,director,production_company,importer,distributor,release_date,movie_type,long_short,nationality,nation_screen_count,nation_revenue,num_movie_audience,seoul_revenue,seoul_audience,genre,movie_rating,movie_classification
1043,스피드 : 레이스 1,,,(주)영화사오원,(주)영화사오원,2022-01-20,개봉영화,장편,대만,16,"6,556,900",728,"1,226,000",138,액션,12세이상관람가,독립/예술영화
1044,세라비: 다섯 번의 기적,줄리앙 람발디,,주식회사 디에스이이디,(주)트리플픽쳐스,2022-02-23,개봉영화,장편,프랑스,25,"6,395,800",726,"3,852,100",427,코미디,15세이상관람가,독립/예술영화
1045,나비효과,"민준기,전원창",(주)메타월드,,시네마 뉴원,2023-06-22,개봉영화,장편,한국,29,"6,533,500",718,"4,726,500",465,코미디,12세이상관람가,일반영화
1046,사잇소리,김정욱,(주)유비네트워크,,"(주)드림팩트엔터테인먼트,(주)아크메",2022-10-13,개봉영화,장편,한국,20,"6,321,098",707,"2,724,599",276,스릴러,15세이상관람가,독립/예술영화
1047,사막을 건너 호수를 지나,"박소현,송영윤",보리와 메루,,영화배급협동조합 씨네소파,2021-12-30,개봉영화,장편,한국,12,"5,637,040",693,"2,769,040",303,다큐멘터리,전체관람가,독립/예술영화
1048,깨복쟁이,김훈희,시네마H2,,마루아트센터(주),2021-10-21,개봉영화,장편,한국,5,"2,874,000",684,"2,661,000",646,드라마,청소년관람불가,일반영화
1049,온 세상이 하얗다,김지석,(주)소셜프로덕션,,(주)트리플픽쳐스,2022-02-10,개봉영화,장편,한국,18,"6,179,800",683,"4,258,500",435,멜로/로맨스,15세이상관람가,독립/예술영화
1050,노트르담 온 파이어,장 자끄 아노,,찬란,찬란,2023-06-29,개봉영화,장편,프랑스,20,"5,806,400",675,"4,696,900",515,드라마,12세이상관람가,독립/예술영화
1051,꿈꾸는 고양이,"지원,강민현",시네마 달래,,아이 엠,2021-09-09,개봉영화,장편,한국,19,"5,919,725",666,"2,872,225",295,다큐멘터리,전체관람가,독립/예술영화
1052,부적: 남의 운을 빼앗는 자,김세성,머지션스토어,,(주)트리플픽쳐스,2022-09-07,개봉영화,장편,한국,6,"5,321,500",662,"2,827,000",336,액션,12세이상관람가,독립/예술영화
1053,투란도트,,,,(주) 인스터 글로벌,2022-08-02,개봉영화,장편,미국,6,"18,634,600",662,"14,855,900",527,공연,12세이상관람가,일반영화
1054,아리아 : 더 크레푸스콜로,사토 준이치,,(주)얼리버드픽쳐스,(주)얼리버드픽쳐스,2021-09-08,개봉영화,장편,일본,42,"5,638,500",660,"2,728,000",317,애니메이션,전체관람가,일반영화
1055,히즈 아웃 데어,퀸 래셔,,(주)스튜디오디에이치엘,(주)스튜디오디에이치엘,2022-08-18,개봉영화,장편,미국,20,"3,300,000",660,"1,000,000",200,공포(호러),15세이상관람가,일반영화
1056,시대혁명,,,명보 아트시네마,델로스,2022-10-13,개봉영화,장편,영국,18,"6,680,900",649,"5,069,900",439,다큐멘터리,15세이상관람가,독립/예술영화
1057,켈리 갱,저스틴 커젤,,오드,오드,2021-08-31,개봉영화,장편,호주,9,"5,748,450",649,"4,476,880",472,범죄,15세이상관람가,독립/예술영화
1058,시그널 X: 영혼의 구역,닐 블롬캠프,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2021-11-04,개봉영화,장편,미국,35,"5,268,000",647,"2,464,000",277,미스터리,15세이상관람가,일반영화
1059,캐슬 폴스: 머니 게임,돌프 룬드그렌,,(주)엔케이컨텐츠,(주)디스테이션,2022-03-17,개봉영화,장편,미국,34,"5,782,600",646,"1,929,100",217,액션,15세이상관람가,일반영화
1060,마인드 유니버스,김진무,"굿인스토리,(주)인벤트스톤",,영화사빅,2023-09-20,개봉영화,장편,한국,12,"5,396,000",629,"4,078,700",440,SF,12세이상관람가,독립/예술영화
1061,숏버스 기묘행,"현명우,유정수,김지산,이용섭,전윤수,오현도",(주)퍼니콘,,"언더식스티,(주)퍼니콘",2021-09-30,개봉영화,옴니버스,한국,15,"5,962,700",623,"3,335,900",346,미스터리,15세이상관람가,독립/예술영화
1062,헝거,강다연,영화사 케디필름,,"(주)디오시네마,(주)태양미디어그룹",2022-04-21,개봉영화,장편,한국,20,"4,926,060",623,"3,736,560",447,SF,12세이상관람가,독립/예술영화
1063,빌리 아일리시: 라이브 앳 디 오투 (확장판),,,,씨제이포디플렉스 주식회사,2023-01-27,개봉영화,장편,미국,33,"15,497,500",620,"7,898,500",316,공연,12세이상관람가,일반영화
1064,영희,차상민,주식회사 씨엠닉스,,주식회사 씨엠닉스,2022-05-01,개봉영화,장편,한국,4,"1,274,000",612,"116,000",58,코미디,15세이상관람가,독립/예술영화
1065,숏버스 감성행,"강인석,안다훈,박경진",(주)퍼니콘,,"언더식스티,(주)퍼니콘",2021-08-19,개봉영화,옴니버스,한국,14,"5,601,400",609,"3,178,500",340,멜로/로맨스,12세이상관람가,독립/예술영화
1066,극장판 겁쟁이 페달,미키 코이치로,,(주)미디어캐슬,(주)미디어캐슬,2023-02-01,개봉영화,장편,일본,5,"4,552,297",608,"3,280,498",434,드라마,전체관람가,일반영화
1067,통영에서의 하루,한경탁,"(주)삼이공,(주)토리엔터테인먼트,투영필름",,주식회사 블루필름웍스,2022-11-24,개봉영화,장편,한국,9,"5,502,700",606,"4,430,200",480,드라마,12세이상관람가,독립/예술영화
1068,서유기: 재세요왕,왕운비,,"(유)조이앤시네마,(주)모인그룹",(주)제이앤씨미디어그룹,2021-09-30,개봉영화,장편,중국,47,"5,091,740",601,"1,486,500",159,애니메이션,전체관람가,독립/예술영화
1069,공작조: 현애지상,장예모,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2021-09-16,개봉영화,장편,중국,46,"4,094,900",595,"2,657,900",328,액션,15세이상관람가,일반영화
1070,로빈의 소원,테일러 노우드,,위드 라이언 픽쳐스,(주)까멜리아이엔티,2021-09-23,개봉영화,장편,미국,19,"5,080,080",594,"3,661,610",402,다큐멘터리,전체관람가,독립/예술영화
1071,너의 시선이 머무는 곳에,황다슬,(주)더블유스토리,,씨제이 씨지브이(CJ CGV)(주),2023-09-06,개봉영화,장편,한국,14,"8,877,000",592,"7,182,000",479,드라마,12세이상관람가,일반영화
1072,시크릿 카운터,,,(주)디오시네마,(주)디오시네마,2022-02-17,개봉영화,장편,일본,25,"5,324,500",591,"3,477,500",349,기타,15세이상관람가,독립/예술영화
1073,희망의 요소,이원영,화목한영화사,,필름다빈,2022-12-29,개봉영화,장편,한국,6,"4,722,000",587,"3,560,000",429,멜로/로맨스,12세이상관람가,독립/예술영화
1074,애니씽 고즈: 라이브 인 런던,,,,(주)위즈온센,2023-03-08,개봉영화,장편,영국,17,"10,376,500",585,"7,539,500",443,뮤지컬,12세이상관람가,일반영화
1075,킹 오브 킬러스,,,,주식회사 풍경소리,2023-10-12,개봉영화,장편,미국,30,"3,636,000",576,0,0,액션,청소년관람불가,일반영화
1076,에이펙스,,,(주)누리픽쳐스,(주)누리픽쳐스,2021-11-25,개봉영화,장편,캐나다,50,"2,875,000",575,"975,000",195,액션,15세이상관람가,일반영화
1077,올리버 색스: 그의 생애,릭 번스,,,하준사,2021-08-26,개봉영화,장편,미국,9,"4,924,000",575,"3,717,000",396,다큐멘터리,12세이상관람가,독립/예술영화
1078,갱경떡삥이,진명,갱경 엔터테인먼트,,갱경 엔터테인먼트,2021-12-27,개봉영화,장편,한국,1,"1,130,000",565,"1,130,000",565,드라마,청소년관람불가,독립/예술영화
1079,FBI 데스트랩,,,,(유)조이앤시네마,2022-03-30,개봉영화,장편,미국,50,"2,484,000",564,"600,000",120,스릴러,15세이상관람가,일반영화
1080,"괴물, 유령, 자유인",홍지영,,,(주)스튜디오 보난자,2022-06-02,개봉영화,장편,한국,13,"5,227,800",551,"4,585,300",469,SF,15세이상관람가,독립/예술영화
1081,더 게임,페테르 퍼자카스,,알토미디어(주),알토미디어(주),2022-12-08,개봉영화,장편,헝가리,11,"4,500,699",551,"2,108,699",214,드라마,15세이상관람가,독립/예술영화
1082,매복,피에르 모렐,,,(주)케이티알파,2023-01-12,개봉영화,장편,미국,21,"3,300,000",548,"1,400,000",200,액션,15세이상관람가,일반영화
1083,마지막 대전투: 전장의 영웅들,아리 톱,,,(유)조이앤시네마,2022-03-23,개봉영화,장편,미국,50,"2,466,000",546,"600,000",120,전쟁,15세이상관람가,일반영화
1084,액션동자,최영민,수리수리마수리,,(주)드림팩트엔터테인먼트,2022-05-05,개봉영화,장편,한국,9,"3,598,000",546,"2,513,000",412,액션,전체관람가,독립/예술영화
1085,파일럿: 배틀 포 서바이벌,레나트 다블레티아로프,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2022-04-13,개봉영화,장편,러시아,33,"3,794,400",546,"783,400",93,전쟁,15세이상관람가,일반영화
1086,핫 블러드,신재명,(주)하늬바람,,(주)제이앤씨미디어그룹,2021-11-25,개봉영화,장편,한국,52,"3,016,000",546,"1,631,000",217,액션,15세이상관람가,독립/예술영화
1087,K클래식 제너레이션,티에리 로로,,(주)뮤직앤아트컴퍼니,(주)엣나인필름,2022-08-31,개봉영화,장편,기타,7,"5,720,000",545,"5,547,800",524,다큐멘터리,전체관람가,독립/예술영화
1088,오싹한 동거,황경성,(주)컨택트미디어,,(주)컨택트미디어,2022-08-17,개봉영화,장편,한국,5,"5,120,000",542,"4,576,000",481,멜로/로맨스,12세이상관람가,일반영화
1089,침묵의 숲,,,(주)스토리제이,(주)이놀미디어,2021-11-04,개봉영화,장편,기타,22,"5,442,800",540,"3,113,100",310,드라마,청소년관람불가,독립/예술영화
1090,커밍 홈 어게인,웨인 왕,,대성필림,시네마 뉴원,2023-09-20,개봉영화,장편,미국,12,"4,817,500",535,"3,922,500",415,드라마,전체관람가,독립/예술영화
1091,데스위시 더 게임,제임스 쿨렌 브레삭,,,(유)조이앤시네마,2022-04-28,개봉영화,장편,미국,50,"2,453,000",533,"600,000",120,액션,15세이상관람가,일반영화
1092,인연을 긋다,이정섭,(주)해오름이앤티,,시네마 뉴원,2022-05-26,개봉영화,장편,한국,12,"3,207,000",533,"2,798,000",472,드라마,12세이상관람가,일반영화
1093,몬스터 아일랜드,마크 앳킨스,,,(유)조이앤시네마,2022-04-28,개봉영화,장편,미국,50,"2,452,000",532,"600,000",120,SF,15세이상관람가,일반영화
1094,영화감독 노동주,임찬익,(주)미학인우주선,,(주)드림팩트엔터테인먼트,2022-11-30,개봉영화,장편,한국,6,"4,389,000",531,"1,933,000",201,다큐멘터리,전체관람가,독립/예술영화
1095,뮤지컬 더 데빌 2021,조윤수,씨제이 씨지브이(CJ CGV)(주),,씨제이 씨지브이(CJ CGV)(주),2023-05-11,개봉영화,장편,한국,10,"10,268,500",526,"7,429,500",384,공연,15세이상관람가,일반영화
1096,이스터 선데이,제이 챈드라세카,,(주)씨제이이엔엠,씨제이 씨지브이(CJ CGV)(주),2022-12-28,개봉영화,장편,미국,28,"5,050,800",526,"2,725,200",295,코미디,12세이상관람가,일반영화
1097,크리미널 트위스트,마틴 오웬,,,(유)조이앤시네마,2022-06-07,개봉영화,장편,영국,50,"2,444,000",524,"650,000",130,액션,15세이상관람가,일반영화
1098,시카리오: 나이트 오브 이스케이프,,,(주)이놀미디어,(주)이놀미디어,2022-01-25,개봉영화,장편,미국,50,"3,662,000",522,"980,000",140,액션,15세이상관람가,일반영화
1099,해피 데스나이트,에릭 포스버그,,,(유)조이앤시네마,2022-05-18,개봉영화,장편,미국,50,"2,442,000",522,"600,000",120,공포(호러),15세이상관람가,일반영화
1100,숏버스 배우행,"이건휘,김내리,황지현,서태범,황재필,김효준",서울국제초단편영화제,,"언더식스티,(주)퍼니콘",2021-12-30,개봉영화,옴니버스,한국,16,"5,171,400",521,"3,741,500",365,드라마,12세이상관람가,독립/예술영화
1101,코만도,아시프 아크바르,,(주)이놀미디어,(주)이놀미디어,2022-02-22,개봉영화,장편,미국,50,"3,570,000",510,"980,000",140,액션,청소년관람불가,일반영화
1102,연악: 나의 운명,박한열,주식회사 도화원엔터테인먼트,,시네마 뉴원,2023-08-10,개봉영화,장편,한국,7,"3,616,800",507,"2,746,500",354,사극,전체관람가,독립/예술영화
1103,뮤지컬 더 데빌 2018,조윤수,씨제이 씨지브이(CJ CGV)(주),,씨제이 씨지브이(CJ CGV)(주),2023-05-10,개봉영화,장편,한국,10,"9,894,500",504,"7,274,500",373,공연,15세이상관람가,일반영화
1104,리멤버 미,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2022-06-29,개봉영화,장편,일본,12,"4,856,500",503,"1,705,500",176,애니메이션,12세이상관람가,독립/예술영화
1105,배우의 꿈,,,,신세기 유통,2023-06-05,개봉영화,장편,캐나다,1,"2,958,000",501,0,0,가족,전체관람가,일반영화
1106,귀토-토끼의 팔란,고선웅,문화체육관광부 국립극장,,(주)이놀미디어,2021-11-11,개봉영화,장편,한국,15,"5,044,300",500,"3,267,300",348,공연,전체관람가,일반영화
1107,그날,아담 스틸웰,,즐감,즐감,2022-05-02,개봉영화,장편,미국,50,"3,500,000",500,"840,000",120,공포(호러),15세이상관람가,일반영화
1108,더 나이트,,,브릿지웍스 엔터테인먼트(주),와이드 릴리즈(주),2021-07-21,개봉영화,장편,기타,25,"4,610,580",490,"2,450,740",265,공포(호러),15세이상관람가,독립/예술영화
1109,행성충돌: 지구 최후의 날,,,,(유)조이앤시네마,2022-02-24,개봉영화,장편,미국,53,"2,418,000",490,"609,000",121,어드벤처,15세이상관람가,일반영화
1110,스네이크 아이즈: 지.아이.조,로베르트 슈벤트케,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2021-09-09,개봉영화,장편,미국,23,"4,253,000",482,"2,248,000",244,액션,15세이상관람가,일반영화
1111,투모로우 아포칼립스,존 콘델릭,,,(유)조이앤시네마,2022-01-25,개봉영화,장편,미국,50,"2,282,000",480,"504,000",102,어드벤처,15세이상관람가,일반영화
1112,글래디에이터: 레전드 워리어,,,,(유)조이앤시네마,2021-11-18,개봉영화,장편,미국,49,"1,938,000",477,"442,000",101,액션,15세이상관람가,일반영화
1113,총을 들지 않는 사람들: 금기에 도전,김환태,다큐이야기,,(주)스튜디오 보난자,2021-12-09,개봉영화,장편,한국,9,"4,303,500",474,"3,448,000",369,다큐멘터리,12세이상관람가,독립/예술영화
1114,료마! 테니스의 왕자: 디사이드,코지나 히로시,,(주)미디어캐슬,(주)미디어캐슬,2023-09-16,개봉영화,장편,일본,7,"3,700,800",471,"2,616,000",325,애니메이션,12세이상관람가,독립/예술영화
1115,우먼,"얀 아르튀스-베르트랑,아나스타샤 미코바",,(주)에스와이코마드,(주)에스와이코마드,2022-08-25,개봉영화,장편,프랑스,14,"4,116,600",471,"2,568,100",279,다큐멘터리,15세이상관람가,독립/예술영화
1116,람보르기니: 전설이 된 남자,바비 모레스코,,(주)누리픽쳐스,(주)누리픽쳐스,2023-08-23,개봉영화,장편,이탈리아,5,"3,468,000",468,"1,308,000",108,드라마,12세이상관람가,일반영화
1117,디모: 벚꽃의 소리,,,(주)미디어캐슬,(주)미디어캐슬,2022-12-01,개봉영화,장편,일본,5,"3,435,096",466,"2,464,496",333,애니메이션,전체관람가,독립/예술영화
1118,걸 위드 더 카메라,안희수,,,(주)영화사 그램,2022-01-20,개봉영화,장편,한국,11,"3,676,470",465,"2,559,470",302,다큐멘터리,12세이상관람가,독립/예술영화
1119,희수,감정원,영화사 정원,,영화사 정원,2022-12-15,개봉영화,장편,한국,5,"3,606,500",462,"1,944,000",231,드라마,12세이상관람가,독립/예술영화
1120,숏버스 감독행,"최진영,현승휘,서정미,김건휘,이상빈",(주)퍼니콘,,"언더식스티,(주)퍼니콘",2021-11-25,개봉영화,옴니버스,한국,14,"4,549,800",461,"3,161,300",314,드라마,15세이상관람가,독립/예술영화
